production_id,device_id,manufacturer_id,date_id,units_produced,units_passed_qc,defect_rate,production_status,batch_number
PRD002380,DEV0023,MFG007,20211013,84,69,0.0285,Completed,BATCH7907
PRD002381,DEV0007,MFG009,20210530,54,9,0.0108,On Hold,BATCH9408
PRD002382,DEV0037,MFG008,20200521,72,55,0.0097,On Hold,BATCH7742
PRD002383,DEV0045,MFG006,20200918,260,166,0.1273,In Progress,BATCH4355
PRD002384,DEV0011,MFG009,20210410,107,97,0.1353,Completed,BATCH1965
PRD002385,DEV0040,MFG008,20200912,324,264,0.0129,Completed,BATCH1999
PRD002386,DEV0022,MFG005,20211115,298,1,0.1243,Completed,BATCH6922
PRD002387,DEV0007,MFG007,20200216,219,90,0.049,In Progress,BATCH2857
PRD002388,DEV0018,MFG009,20200529,231,73,0.0626,Completed,BATCH3206
PRD002389,DEV0021,MFG004,20210921,476,5,0.0386,Failed QC,BATCH9470
PRD002390,DEV0021,MFG001,20210630,412,326,0.1425,Completed,BATCH5323
PRD002391,DEV0042,MFG009,20200828,297,178,0.0112,Failed QC,BATCH9963
PRD002392,DEV0018,MFG005,20210214,183,101,0.034,Completed,BATCH4675
PRD002393,DEV0005,MFG001,20210206,29,27,0.0173,Completed,BATCH1593
PRD002394,DEV0034,MFG001,20211021,225,60,0.1038,Completed,BATCH2346
PRD002395,DEV0046,MFG007,20210904,148,60,0.132,Completed,BATCH8958
PRD002396,DEV0021,MFG009,20200117,329,118,0.1251,On Hold,BATCH6652
PRD002397,DEV0021,MFG007,20211117,336,176,0.018,Failed QC,BATCH4534
PRD002398,DEV0036,MFG010,20211112,204,117,0.0818,In Progress,BATCH5045
PRD002399,DEV0001,MFG008,20211106,270,213,0.039,In Progress,BATCH1320
PRD002400,DEV0016,MFG007,20211123,95,64,0.0559,Failed QC,BATCH1361
PRD002401,DEV0004,MFG002,20200129,450,154,0.0218,On Hold,BATCH4612
PRD002402,DEV0015,MFG007,20210216,84,21,0.0774,On Hold,BATCH4845
PRD002403,DEV0025,MFG007,20191104,293,96,0.0321,Failed QC,BATCH5988
PRD002404,DEV0005,MFG008,20200809,77,37,0.1003,Failed QC,BATCH8766
PRD002405,DEV0031,MFG005,20210312,38,15,0.1106,On Hold,BATCH7642
PRD002406,DEV0024,MFG003,20210908,410,104,0.0549,On Hold,BATCH8967
PRD002407,DEV0010,MFG002,20211110,447,282,0.1025,In Progress,BATCH4609
PRD002408,DEV0022,MFG007,20201106,183,126,0.0294,Completed,BATCH4339
PRD002409,DEV0027,MFG003,20201017,67,54,0.1293,In Progress,BATCH5444
PRD002410,DEV0050,MFG001,20210806,61,6,0.0952,Completed,BATCH6143
PRD002411,DEV0046,MFG002,20210628,443,65,0.128,Completed,BATCH7071
PRD002412,DEV0019,MFG006,20200626,277,121,0.1122,Completed,BATCH5233
PRD002413,DEV0045,MFG002,20210224,114,71,0.008,Completed,BATCH8568
PRD002414,DEV0032,MFG006,20211015,155,118,0.0026,In Progress,BATCH5864
PRD002415,DEV0024,MFG001,20210820,269,21,0.0188,On Hold,BATCH8639
PRD002416,DEV0048,MFG007,20191224,303,103,0.1211,In Progress,BATCH8708
PRD002417,DEV0016,MFG006,20210909,157,151,0.079,Failed QC,BATCH6207
PRD002418,DEV0044,MFG009,20211128,479,197,0.0064,In Progress,BATCH8951
PRD002419,DEV0015,MFG001,20200419,478,428,0.1068,Completed,BATCH2440
PRD002420,DEV0003,MFG002,20200507,168,155,0.0775,In Progress,BATCH1183
PRD002421,DEV0038,MFG008,20191126,67,44,0.0156,On Hold,BATCH9125
PRD002422,DEV0012,MFG006,20200424,286,270,0.0828,Failed QC,BATCH4635
PRD002423,DEV0023,MFG007,20210719,276,7,0.0354,Failed QC,BATCH1211
PRD002424,DEV0028,MFG007,20191008,372,152,0.0576,Completed,BATCH4714
PRD002425,DEV0011,MFG002,20200422,441,334,0.0407,In Progress,BATCH5691
PRD002426,DEV0025,MFG008,20191211,225,53,0.0454,Failed QC,BATCH7224
PRD002427,DEV0047,MFG010,20210817,25,15,0.0258,In Progress,BATCH4363
PRD002428,DEV0038,MFG005,20210323,463,385,0.0286,In Progress,BATCH2969
PRD002429,DEV0020,MFG006,20210120,369,295,0.1333,On Hold,BATCH7163
PRD002430,DEV0008,MFG005,20210302,442,112,0.0148,Failed QC,BATCH8062
PRD002431,DEV0037,MFG009,20210715,467,154,0.135,Completed,BATCH3761
PRD002432,DEV0010,MFG009,20200707,412,287,0.0815,Failed QC,BATCH1660
PRD002433,DEV0041,MFG009,20190926,191,36,0.0225,Failed QC,BATCH4176
PRD002434,DEV0039,MFG001,20190802,7,6,0.0571,Completed,BATCH1896
PRD002435,DEV0029,MFG006,20200904,246,38,0.04,Completed,BATCH5100
PRD002436,DEV0037,MFG009,20201115,384,18,0.0406,Failed QC,BATCH7880
PRD002437,DEV0006,MFG008,20200603,73,17,0.0882,On Hold,BATCH5535
PRD002438,DEV0010,MFG006,20210508,1,1,0.1364,In Progress,BATCH1967
PRD002439,DEV0045,MFG002,20200507,171,100,0.0218,Completed,BATCH2237
PRD002440,DEV0017,MFG002,20200624,126,83,0.0774,Failed QC,BATCH5496
PRD002441,DEV0048,MFG001,20210623,49,21,0.087,Failed QC,BATCH6998
PRD002442,DEV0046,MFG008,20200909,289,244,0.0737,On Hold,BATCH5588
PRD002443,DEV0038,MFG001,20211126,487,75,0.0127,In Progress,BATCH5286
PRD002444,DEV0025,MFG007,20201216,120,72,0.0033,Completed,BATCH4119
PRD002445,DEV0005,MFG001,20190929,148,82,0.117,Failed QC,BATCH9398
PRD002446,DEV0027,MFG008,20191018,334,187,0.1161,In Progress,BATCH7358
PRD002447,DEV0046,MFG010,20191017,179,113,0.0993,On Hold,BATCH8959
PRD002448,DEV0042,MFG008,20210117,390,247,0.0372,In Progress,BATCH1163
PRD002449,DEV0034,MFG002,20200819,162,77,0.0454,On Hold,BATCH3521
PRD002450,DEV0047,MFG001,20210222,411,386,0.027,On Hold,BATCH6570
PRD002451,DEV0050,MFG004,20201112,73,34,0.01,Completed,BATCH2506
PRD002452,DEV0024,MFG010,20190912,18,3,0.1067,Failed QC,BATCH7267
PRD002453,DEV0045,MFG008,20190803,142,22,0.0936,Completed,BATCH6213
PRD002454,DEV0016,MFG003,20210311,128,21,0.0621,On Hold,BATCH2095
PRD002455,DEV0006,MFG003,20210811,61,12,0.124,Failed QC,BATCH3836
PRD002456,DEV0023,MFG008,20200221,285,86,0.1133,Completed,BATCH2383
PRD002457,DEV0008,MFG003,20200110,331,148,0.0062,In Progress,BATCH9505
PRD002458,DEV0001,MFG010,20200102,487,396,0.122,Completed,BATCH7958
PRD002459,DEV0046,MFG009,20210620,147,100,0.0931,On Hold,BATCH3389
PRD002460,DEV0010,MFG003,20210123,129,17,0.1289,Completed,BATCH9808
PRD002461,DEV0011,MFG007,20200910,410,186,0.0405,Completed,BATCH1983
PRD002462,DEV0020,MFG006,20191028,46,36,0.1185,On Hold,BATCH4850
PRD002463,DEV0003,MFG010,20211006,143,56,0.1191,In Progress,BATCH6075
PRD002464,DEV0025,MFG008,20191016,156,68,0.1395,On Hold,BATCH6522
PRD002465,DEV0031,MFG001,20210831,349,236,0.1413,Completed,BATCH6398
PRD002466,DEV0022,MFG006,20210508,485,349,0.0386,Failed QC,BATCH1631
PRD002467,DEV0050,MFG007,20210607,82,66,0.0224,Completed,BATCH1246
PRD002468,DEV0035,MFG009,20210528,128,99,0.0712,Completed,BATCH7345
PRD002469,DEV0024,MFG001,20210820,298,295,0.0123,In Progress,BATCH1110
PRD002470,DEV0008,MFG008,20200128,460,115,0.0388,On Hold,BATCH3065
PRD002471,DEV0020,MFG007,20191205,98,56,0.1448,Completed,BATCH1995
PRD002472,DEV0007,MFG009,20200428,321,229,0.1376,On Hold,BATCH2885
PRD002473,DEV0050,MFG001,20210625,39,9,0.0926,Completed,BATCH6348
PRD002474,DEV0001,MFG009,20191112,38,2,0.0565,Failed QC,BATCH3989
PRD002475,DEV0016,MFG010,20200307,192,16,0.0824,Failed QC,BATCH9130
PRD002476,DEV0026,MFG009,20190830,32,8,0.0511,On Hold,BATCH2221
PRD002477,DEV0018,MFG007,20200724,315,132,0.0752,In Progress,BATCH5227
PRD002478,DEV0033,MFG004,20210815,324,74,0.0123,In Progress,BATCH8591
PRD002479,DEV0023,MFG002,20200623,429,156,0.0659,Completed,BATCH4023
PRD002480,DEV0034,MFG007,20200111,400,90,0.0543,In Progress,BATCH2910
PRD002481,DEV0028,MFG010,20191215,400,2,0.0035,Completed,BATCH2060
PRD002482,DEV0042,MFG006,20191029,232,176,0.0272,In Progress,BATCH9289
PRD002483,DEV0016,MFG008,20200907,211,39,0.0255,In Progress,BATCH3715
PRD002484,DEV0037,MFG002,20201018,173,151,0.078,Completed,BATCH9474
PRD002485,DEV0043,MFG007,20200825,457,391,0.075,In Progress,BATCH9367
PRD002486,DEV0030,MFG009,20210213,329,106,0.105,On Hold,BATCH7914
PRD002487,DEV0006,MFG006,20200426,366,186,0.0934,Completed,BATCH3522
PRD002488,DEV0010,MFG010,20210811,28,2,0.0826,Failed QC,BATCH5556
PRD002489,DEV0011,MFG009,20201107,251,179,0.0043,On Hold,BATCH4641
PRD002490,DEV0026,MFG009,20200828,196,74,0.0668,In Progress,BATCH5001
PRD002491,DEV0042,MFG001,20201206,103,35,0.0287,Failed QC,BATCH7125
PRD002492,DEV0014,MFG004,20190803,336,104,0.1203,Completed,BATCH7100
PRD002493,DEV0013,MFG006,20201216,378,106,0.0521,On Hold,BATCH1467
PRD002494,DEV0003,MFG004,20200601,408,187,0.0793,Failed QC,BATCH2267
PRD002495,DEV0032,MFG002,20210529,214,65,0.0676,On Hold,BATCH9653
PRD002496,DEV0027,MFG009,20200618,185,154,0.0888,Failed QC,BATCH9803
PRD002497,DEV0018,MFG001,20200505,168,156,0.0786,Failed QC,BATCH7393
PRD002498,DEV0039,MFG002,20210820,302,275,0.0208,Failed QC,BATCH8956
PRD002499,DEV0050,MFG007,20200509,195,177,0.0661,In Progress,BATCH5369
PRD002500,DEV0029,MFG005,20210206,443,101,0.0612,Completed,BATCH8719
PRD002501,DEV0005,MFG007,20211014,197,97,0.0474,In Progress,BATCH3409
PRD002502,DEV0007,MFG009,20201115,286,212,0.0201,Failed QC,BATCH9216
PRD002503,DEV0016,MFG007,20210526,70,17,0.0812,Failed QC,BATCH5299
PRD002504,DEV0013,MFG001,20210404,234,210,0.1242,In Progress,BATCH1520
PRD002505,DEV0006,MFG002,20201101,225,116,0.1489,Failed QC,BATCH3776
PRD002506,DEV0040,MFG002,20200303,477,282,0.0183,In Progress,BATCH8499
PRD002507,DEV0008,MFG002,20210429,98,86,0.0241,On Hold,BATCH1227
PRD002508,DEV0017,MFG002,20210812,53,27,0.1035,In Progress,BATCH6987
PRD002509,DEV0015,MFG002,20191228,2,1,0.0371,On Hold,BATCH2648
PRD002510,DEV0014,MFG004,20210429,127,127,0.1338,In Progress,BATCH6017
PRD002511,DEV0044,MFG003,20211011,191,129,0.1192,On Hold,BATCH2197
PRD002512,DEV0041,MFG008,20211020,430,285,0.023,Completed,BATCH4672
PRD002513,DEV0035,MFG004,20191026,258,240,0.0881,Failed QC,BATCH2724
PRD002514,DEV0006,MFG005,20200423,59,17,0.1461,On Hold,BATCH5544
PRD002515,DEV0050,MFG009,20210218,474,444,0.0961,On Hold,BATCH8631
PRD002516,DEV0047,MFG004,20200521,219,3,0.079,Failed QC,BATCH5928
PRD002517,DEV0040,MFG007,20191129,321,102,0.0889,On Hold,BATCH1411
PRD002518,DEV0030,MFG004,20211108,195,26,0.0308,On Hold,BATCH2203
PRD002519,DEV0033,MFG002,20210607,169,27,0.0946,On Hold,BATCH6612
PRD002520,DEV0027,MFG010,20200803,418,185,0.0698,Completed,BATCH6290
PRD002521,DEV0010,MFG007,20200715,363,238,0.0065,On Hold,BATCH9175
PRD002522,DEV0012,MFG002,20200523,135,33,0.047,In Progress,BATCH9347
PRD002523,DEV0017,MFG006,20200817,309,115,0.0084,Completed,BATCH4805
PRD002524,DEV0044,MFG002,20190904,104,54,0.1118,Failed QC,BATCH7609
PRD002525,DEV0008,MFG005,20201009,319,54,0.1188,In Progress,BATCH4564
PRD002526,DEV0009,MFG005,20191113,456,118,0.0561,In Progress,BATCH2488
PRD002527,DEV0047,MFG006,20210201,333,254,0.1217,On Hold,BATCH2306
PRD002528,DEV0019,MFG010,20210906,498,359,0.0151,Completed,BATCH3433
PRD002529,DEV0001,MFG010,20210314,167,64,0.1175,In Progress,BATCH8468
PRD002530,DEV0020,MFG009,20200513,227,141,0.0345,Completed,BATCH5964
PRD002531,DEV0035,MFG008,20200827,49,11,0.0418,In Progress,BATCH2384
PRD002532,DEV0038,MFG008,20200111,116,63,0.0019,Failed QC,BATCH7164
PRD002533,DEV0021,MFG005,20200222,319,50,0.1199,In Progress,BATCH4216
PRD002534,DEV0035,MFG010,20210202,59,36,0.1481,Failed QC,BATCH2502
PRD002535,DEV0038,MFG003,20200320,23,9,0.1176,On Hold,BATCH3439
PRD002536,DEV0034,MFG005,20200531,376,25,0.1207,Completed,BATCH3228
PRD002537,DEV0005,MFG005,20210701,259,36,0.0188,Completed,BATCH9296
PRD002538,DEV0046,MFG010,20200406,420,352,0.0687,On Hold,BATCH9137
PRD002539,DEV0034,MFG008,20200519,355,48,0.1015,In Progress,BATCH1305
PRD002540,DEV0034,MFG008,20201203,90,83,0.0354,In Progress,BATCH8708
PRD002541,DEV0040,MFG005,20200714,204,46,0.0823,In Progress,BATCH3339
PRD002542,DEV0043,MFG002,20200205,176,170,0.1258,In Progress,BATCH2893
PRD002543,DEV0034,MFG003,20190827,247,60,0.0335,In Progress,BATCH4638
PRD002544,DEV0001,MFG007,20210414,305,83,0.0726,Completed,BATCH7538
PRD002545,DEV0030,MFG005,20200818,106,86,0.1465,Failed QC,BATCH1416
PRD002546,DEV0042,MFG007,20210517,331,187,0.0521,On Hold,BATCH4591
PRD002547,DEV0020,MFG008,20210107,36,24,0.0574,Failed QC,BATCH3538
PRD002548,DEV0012,MFG004,20190916,82,32,0.1364,On Hold,BATCH4861
PRD002549,DEV0012,MFG002,20191106,355,166,0.112,Failed QC,BATCH9725
PRD002550,DEV0004,MFG004,20200622,238,22,0.0722,Failed QC,BATCH8954
PRD002551,DEV0001,MFG009,20200103,35,9,0.0698,In Progress,BATCH5647
PRD002552,DEV0044,MFG007,20210722,488,306,0.084,In Progress,BATCH5814
PRD002553,DEV0017,MFG010,20210527,60,42,0.0394,In Progress,BATCH1724
PRD002554,DEV0029,MFG007,20210404,482,313,0.0449,In Progress,BATCH9391
PRD002555,DEV0007,MFG007,20200920,47,36,0.0495,Completed,BATCH8472
PRD002556,DEV0008,MFG003,20201003,94,84,0.0112,Completed,BATCH1561
PRD002557,DEV0016,MFG009,20210317,352,350,0.0634,In Progress,BATCH4702
PRD002558,DEV0012,MFG007,20200811,88,16,0.0026,In Progress,BATCH6437
PRD002559,DEV0023,MFG004,20191224,369,325,0.1435,In Progress,BATCH9964
PRD002560,DEV0027,MFG003,20200428,39,29,0.1297,Failed QC,BATCH8957
PRD002561,DEV0040,MFG010,20210825,339,85,0.1345,Completed,BATCH6077
PRD002562,DEV0044,MFG006,20191126,445,20,0.1237,In Progress,BATCH7825
PRD002563,DEV0003,MFG002,20210213,396,21,0.0268,In Progress,BATCH6877
PRD002564,DEV0047,MFG004,20200322,493,240,0.0433,Failed QC,BATCH5646
PRD002565,DEV0033,MFG010,20211121,411,269,0.1403,Failed QC,BATCH1523
PRD002566,DEV0004,MFG008,20210617,356,138,0.118,On Hold,BATCH3651
PRD002567,DEV0013,MFG001,20200918,44,5,0.126,Failed QC,BATCH9889
PRD002568,DEV0019,MFG003,20201012,362,95,0.0731,In Progress,BATCH2617
PRD002569,DEV0031,MFG003,20200719,147,102,0.0056,In Progress,BATCH3909
PRD002570,DEV0016,MFG006,20190822,93,92,0.0668,Failed QC,BATCH6271
PRD002571,DEV0008,MFG004,20210122,120,60,0.1405,On Hold,BATCH6989
PRD002572,DEV0002,MFG008,20210110,461,132,0.1333,On Hold,BATCH3519
PRD002573,DEV0006,MFG007,20210427,53,13,0.059,On Hold,BATCH7491
PRD002574,DEV0045,MFG004,20191201,259,21,0.0786,Failed QC,BATCH8334
PRD002575,DEV0029,MFG010,20210607,279,56,0.0595,Completed,BATCH4421
PRD002576,DEV0002,MFG006,20210714,158,146,0.1464,In Progress,BATCH8836
PRD002577,DEV0042,MFG005,20210121,144,65,0.0433,On Hold,BATCH6881
PRD002578,DEV0006,MFG004,20190905,409,173,0.0114,On Hold,BATCH8037
PRD002579,DEV0038,MFG009,20210416,430,45,0.008,Failed QC,BATCH9174
PRD002580,DEV0024,MFG006,20210923,394,229,0.0447,Completed,BATCH2147
PRD002581,DEV0027,MFG007,20200527,491,218,0.0155,Failed QC,BATCH2205
PRD002582,DEV0020,MFG004,20200927,429,410,0.1406,On Hold,BATCH2583
PRD002583,DEV0035,MFG006,20210212,87,33,0.1362,Failed QC,BATCH6348
PRD002584,DEV0048,MFG009,20210107,240,130,0.0941,Completed,BATCH9794
PRD002585,DEV0017,MFG006,20200922,335,177,0.0212,On Hold,BATCH2639
PRD002586,DEV0031,MFG010,20200102,37,19,0.1325,On Hold,BATCH9113
PRD002587,DEV0016,MFG003,20201018,367,127,0.1321,On Hold,BATCH4093
PRD002588,DEV0024,MFG007,20210626,379,350,0.0157,On Hold,BATCH6692
PRD002589,DEV0039,MFG003,20201026,413,304,0.1441,Failed QC,BATCH6673
PRD002590,DEV0046,MFG003,20191123,347,155,0.0993,Completed,BATCH7798
PRD002591,DEV0040,MFG005,20200817,48,45,0.1012,In Progress,BATCH5141
PRD002592,DEV0042,MFG002,20191207,388,67,0.076,In Progress,BATCH9418
PRD002593,DEV0034,MFG007,20200829,104,6,0.0993,On Hold,BATCH9382
PRD002594,DEV0030,MFG004,20210202,239,110,0.0292,In Progress,BATCH3489
PRD002595,DEV0007,MFG010,20190923,64,18,0.0148,On Hold,BATCH6549
PRD002596,DEV0005,MFG006,20190820,96,80,0.0973,On Hold,BATCH1841
PRD002597,DEV0045,MFG001,20200323,215,208,0.0754,On Hold,BATCH7965
PRD002598,DEV0019,MFG005,20210804,403,129,0.0523,Completed,BATCH1233
PRD002599,DEV0027,MFG008,20210808,434,36,0.0966,On Hold,BATCH5858
PRD002600,DEV0050,MFG006,20210423,420,308,0.0415,Failed QC,BATCH2777
PRD002601,DEV0046,MFG002,20200330,37,17,0.1286,On Hold,BATCH3140
PRD002602,DEV0015,MFG010,20200827,394,120,0.0976,Failed QC,BATCH1234
PRD002603,DEV0025,MFG004,20211116,115,32,0.0894,On Hold,BATCH3878
PRD002604,DEV0027,MFG004,20200324,459,307,0.1086,In Progress,BATCH1791
PRD002605,DEV0043,MFG001,20210227,498,441,0.0255,In Progress,BATCH4881
PRD002606,DEV0008,MFG002,20210531,348,134,0.1492,In Progress,BATCH8036
PRD002607,DEV0049,MFG007,20200613,486,313,0.1279,Completed,BATCH6670
PRD002608,DEV0001,MFG004,20200716,23,21,0.095,Completed,BATCH2446
PRD002609,DEV0025,MFG008,20190830,351,60,0.1389,Failed QC,BATCH5479
PRD002610,DEV0038,MFG007,20211016,23,6,0.0166,Completed,BATCH8014
PRD002611,DEV0041,MFG004,20210529,173,9,0.0058,Completed,BATCH7004
PRD002612,DEV0015,MFG002,20200714,19,12,0.0118,Completed,BATCH3446
PRD002613,DEV0014,MFG003,20200612,464,324,0.0292,In Progress,BATCH4675
PRD002614,DEV0040,MFG007,20200801,209,3,0.0449,On Hold,BATCH9123
PRD002615,DEV0024,MFG008,20200506,388,103,0.0373,Failed QC,BATCH8804
PRD002616,DEV0005,MFG004,20200206,22,5,0.1085,On Hold,BATCH4055
PRD002617,DEV0029,MFG004,20201028,323,271,0.0522,On Hold,BATCH4127
PRD002618,DEV0015,MFG005,20201111,466,382,0.0343,On Hold,BATCH4568
PRD002619,DEV0005,MFG002,20210108,156,1,0.0255,In Progress,BATCH3349
PRD002620,DEV0017,MFG002,20200526,406,125,0.0332,Completed,BATCH4215
PRD002621,DEV0033,MFG006,20191005,382,266,0.0917,Failed QC,BATCH8375
PRD002622,DEV0016,MFG001,20200219,191,64,0.0193,Failed QC,BATCH7863
PRD002623,DEV0035,MFG002,20200617,192,67,0.0575,In Progress,BATCH6345
PRD002624,DEV0020,MFG001,20191107,148,65,0.1308,Failed QC,BATCH4967
PRD002625,DEV0018,MFG007,20201013,316,110,0.1412,Completed,BATCH4752
PRD002626,DEV0025,MFG001,20200118,205,100,0.0546,Completed,BATCH7502
PRD002627,DEV0021,MFG004,20210307,355,149,0.0106,On Hold,BATCH9750
PRD002628,DEV0027,MFG004,20190930,484,240,0.0124,Failed QC,BATCH7418
PRD002629,DEV0016,MFG001,20210822,29,5,0.0957,On Hold,BATCH6465
PRD002630,DEV0020,MFG010,20200327,483,378,0.0023,On Hold,BATCH2683
PRD002631,DEV0026,MFG002,20190829,478,36,0.0175,On Hold,BATCH5182
PRD002632,DEV0014,MFG009,20200709,177,94,0.0687,On Hold,BATCH2476
PRD002633,DEV0006,MFG002,20210119,390,291,0.0783,Failed QC,BATCH3622
PRD002634,DEV0041,MFG006,20210304,490,340,0.1223,On Hold,BATCH3179
PRD002635,DEV0024,MFG009,20210926,323,190,0.0379,In Progress,BATCH4279
PRD002636,DEV0032,MFG001,20200830,369,168,0.0353,In Progress,BATCH7896
PRD002637,DEV0046,MFG009,20190924,334,84,0.1262,Completed,BATCH1893
PRD002638,DEV0040,MFG002,20200311,487,378,0.0741,On Hold,BATCH8228
PRD002639,DEV0006,MFG004,20210122,367,211,0.0903,Completed,BATCH5683
PRD002640,DEV0044,MFG001,20191221,183,34,0.1008,Completed,BATCH2811
PRD002641,DEV0013,MFG008,20210613,383,159,0.1495,Failed QC,BATCH1524
PRD002642,DEV0021,MFG004,20210320,299,262,0.0104,Completed,BATCH1364
PRD002643,DEV0018,MFG007,20211011,120,114,0.06,Completed,BATCH1769
PRD002644,DEV0023,MFG004,20210928,162,18,0.0441,In Progress,BATCH8173
PRD002645,DEV0035,MFG005,20200413,341,314,0.09,Completed,BATCH8714
PRD002646,DEV0042,MFG003,20210318,478,408,0.0377,In Progress,BATCH5099
PRD002647,DEV0011,MFG007,20210813,194,98,0.1398,On Hold,BATCH1419
PRD002648,DEV0045,MFG009,20200112,78,69,0.0422,Failed QC,BATCH5090
PRD002649,DEV0046,MFG005,20210316,150,8,0.0735,Failed QC,BATCH7052
PRD002650,DEV0005,MFG009,20200909,431,23,0.0486,In Progress,BATCH6211
PRD002651,DEV0043,MFG004,20210625,392,343,0.1204,In Progress,BATCH3835
PRD002652,DEV0039,MFG003,20211111,423,74,0.0196,Failed QC,BATCH9765
PRD002653,DEV0027,MFG007,20200705,138,4,0.0401,In Progress,BATCH4418
PRD002654,DEV0042,MFG003,20210917,256,31,0.0096,Failed QC,BATCH8986
PRD002655,DEV0027,MFG003,20210303,328,217,0.0355,Failed QC,BATCH6897
PRD002656,DEV0039,MFG006,20191102,41,32,0.0882,Completed,BATCH1270
PRD002657,DEV0014,MFG005,20191002,195,92,0.1344,Completed,BATCH7220
PRD002658,DEV0014,MFG003,20200810,203,4,0.021,In Progress,BATCH5912
PRD002659,DEV0037,MFG002,20190913,8,3,0.0569,Completed,BATCH5324
PRD002660,DEV0001,MFG001,20200602,189,1,0.0373,On Hold,BATCH5168
PRD002661,DEV0027,MFG003,20200614,22,4,0.0676,In Progress,BATCH3056
PRD002662,DEV0048,MFG008,20210525,342,136,0.0694,Failed QC,BATCH5710
PRD002663,DEV0026,MFG006,20210924,28,20,0.0967,Failed QC,BATCH5877
PRD002664,DEV0045,MFG009,20210813,294,104,0.0364,On Hold,BATCH1681
PRD002665,DEV0026,MFG008,20191123,267,152,0.0126,Failed QC,BATCH3037
PRD002666,DEV0002,MFG009,20211020,144,69,0.1325,Completed,BATCH8369
PRD002667,DEV0014,MFG008,20210527,428,216,0.0063,In Progress,BATCH8788
PRD002668,DEV0033,MFG006,20200126,123,4,0.0528,Failed QC,BATCH1719
PRD002669,DEV0001,MFG007,20200224,1,1,0.1079,Completed,BATCH6594
PRD002670,DEV0024,MFG006,20200415,223,31,0.1282,Completed,BATCH5600
PRD002671,DEV0007,MFG010,20210510,129,79,0.1289,On Hold,BATCH2141
PRD002672,DEV0018,MFG003,20200711,360,11,0.0658,Failed QC,BATCH7351
PRD002673,DEV0029,MFG004,20190929,301,99,0.0035,Failed QC,BATCH2177
PRD002674,DEV0011,MFG009,20191128,439,235,0.1356,In Progress,BATCH9639
PRD002675,DEV0043,MFG005,20200113,211,80,0.0456,In Progress,BATCH3873
PRD002676,DEV0038,MFG006,20200105,303,250,0.0432,Completed,BATCH1354
PRD002677,DEV0046,MFG005,20210517,317,304,0.0674,In Progress,BATCH2413
PRD002678,DEV0039,MFG006,20190819,95,88,0.0535,In Progress,BATCH7209
PRD002679,DEV0023,MFG008,20201218,332,314,0.1338,In Progress,BATCH5478
PRD002680,DEV0019,MFG008,20210916,164,140,0.0995,In Progress,BATCH1923
PRD002681,DEV0018,MFG006,20210310,270,35,0.1218,Completed,BATCH5170
PRD002682,DEV0042,MFG004,20210521,204,138,0.0092,On Hold,BATCH9810
PRD002683,DEV0037,MFG009,20190819,154,46,0.0635,On Hold,BATCH3804
PRD002684,DEV0045,MFG001,20200720,472,187,0.0945,On Hold,BATCH7061
PRD002685,DEV0037,MFG007,20200830,479,160,0.0513,In Progress,BATCH7027
PRD002686,DEV0033,MFG006,20200807,52,15,0.1111,In Progress,BATCH9971
PRD002687,DEV0041,MFG002,20210101,359,33,0.0697,Failed QC,BATCH4797
PRD002688,DEV0014,MFG002,20191031,152,128,0.0138,Failed QC,BATCH6801
PRD002689,DEV0037,MFG009,20210908,108,33,0.1159,In Progress,BATCH6504
PRD002690,DEV0012,MFG008,20201105,169,86,0.0217,On Hold,BATCH1774
PRD002691,DEV0047,MFG003,20210531,422,328,0.0147,Failed QC,BATCH4398
PRD002692,DEV0020,MFG010,20200713,76,42,0.0574,Completed,BATCH7071
PRD002693,DEV0040,MFG007,20190811,343,2,0.0551,On Hold,BATCH8856
PRD002694,DEV0031,MFG003,20191012,114,72,0.1134,In Progress,BATCH9671
PRD002695,DEV0026,MFG009,20210731,451,95,0.0309,Failed QC,BATCH5014
PRD002696,DEV0016,MFG010,20200428,82,30,0.0478,In Progress,BATCH7056
PRD002697,DEV0032,MFG007,20200724,416,88,0.1474,Failed QC,BATCH9573
PRD002698,DEV0028,MFG002,20211130,315,54,0.1154,On Hold,BATCH4892
PRD002699,DEV0036,MFG003,20210411,54,19,0.0485,On Hold,BATCH6122
PRD002700,DEV0019,MFG010,20210818,259,125,0.1207,On Hold,BATCH8434
PRD002701,DEV0048,MFG002,20200626,83,44,0.0184,Failed QC,BATCH1508
PRD002702,DEV0008,MFG004,20200307,431,348,0.0699,In Progress,BATCH3404
PRD002703,DEV0020,MFG005,20201119,286,97,0.0551,In Progress,BATCH2937
PRD002704,DEV0036,MFG001,20190802,153,52,0.0854,In Progress,BATCH7907
PRD002705,DEV0039,MFG001,20201006,371,363,0.1372,In Progress,BATCH4328
PRD002706,DEV0015,MFG008,20200601,347,126,0.0175,In Progress,BATCH7454
PRD002707,DEV0007,MFG007,20191110,394,196,0.0047,Completed,BATCH6893
PRD002708,DEV0001,MFG010,20211127,464,228,0.0885,Failed QC,BATCH7354
PRD002709,DEV0017,MFG005,20201221,192,158,0.1064,On Hold,BATCH5834
PRD002710,DEV0037,MFG001,20200728,230,146,0.1413,Completed,BATCH8244
PRD002711,DEV0005,MFG009,20191216,263,124,0.0343,In Progress,BATCH5903
PRD002712,DEV0029,MFG010,20210227,74,46,0.058,In Progress,BATCH2992
